Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price,Brand,Model,Region
2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7.0,8.26,Toyota,Innova,South
2015,31978,Petrol,Manual,First,16.47,1198,73.9,5.0,3.89,Volkswagen,Polo,West
2011,70000,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,Maruti,Alto,South
2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5.0,12.69,Honda,City,West
2013,59138,Diesel,Manual,First,17.0,1405,70.0,5.0,2.58,Tata,Indigo,South
2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5.0,20.77,Audi,A6,South
2015,48000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.26,Mercedes-Benz,GLA,North
2014,77815,Petrol,Automatic,First,23.1,998,67.04,5.0,4.25,Maruti,Celerio,South
2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5.0,57.0,Mercedes-Benz,GLE,South
2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5.0,44.0,Land,Rover,North
2011,108626,Diesel,Manual,First,20.54,1598,103.6,5.0,3.65,Volkswagen,Vento,South
2012,71791,Petrol,Manual,First,14.0,796,35.0,5.0,2.05,Maruti,Omni,South
2012,91931,Petrol,Manual,First,18.5,1198,86.8,5.0,3.13,Honda,Brio,South
2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7.0,1.5,Tata,Sumo,South
2012,91183,Diesel,Manual,First,18.0,1248,75.0,5.0,2.85,Tata,Indica,West
2012,65000,Petrol,Manual,First,18.9,998,67.1,5.0,2.65,Maruti,WagonR,North
2015,88428,Diesel,Manual,First,16.0,2179,140.0,7.0,10.6,Mahindra,XUV500,South
2008,138000,Diesel,Manual,Second,17.1,1396,70.0,5.0,1.25,Tata,Indigo,West
2018,18000,Petrol,Manual,First,16.02,1373,93.7,7.0,8.25,Maruti,Ertiga,West
2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5.0,4.45,Honda,Accord,West
2012,48000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.7,Maruti,Swift,East
2009,160000,Diesel,Manual,First,17.8,1399,68.0,5.0,2.8,Ford,Fiesta,South
2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,1.8,Honda,City,East
2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5.0,21.95,Audi,A6,South
2011,30000,Diesel,Automatic,First,9.52,2993,313.0,4.0,49.0,BMW,6,West
2017,97430,Diesel,Automatic,First,14.75,2967,245.0,7.0,62.67,Audi,Q7,South
2008,42496,CNG,Manual,First,36.82,998,67.1,5.0,1.4,Maruti,Zen,West
2012,83000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,Hyundai,i20,West
2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5.0,2.95,Hyundai,i10,South
2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5.0,6.86,Honda,Jazz,South
2015,76496,Diesel,Manual,First,25.2,1248,74.0,5.0,6.15,Maruti,Swift,South
2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5.0,3.3,Hyundai,i20,West
2011,32000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.55,Volkswagen,Polo,East
2009,35000,Petrol,Manual,First,19.7,796,46.3,5.0,1.5,Maruti,Alto,West
2004,105000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.5,Toyota,Corolla,South
2006,56000,Petrol,Manual,Second,19.7,796,46.3,5.0,1.4,Maruti,Alto,South
2012,73000,Diesel,Manual,First,21.12,1248,88.8,5.0,3.4,Tata,Manza,West
2012,38000,Petrol,Manual,First,19.7,796,46.3,5.0,2.25,Maruti,Alto,West
2013,775000,Diesel,Automatic,First,19.3,1968,141.0,5.0,7.5,Skoda,Octavia,East
2008,80000,Petrol,Automatic,First,11.3,1794,125.0,5.0,2.8,Toyota,Corolla,East
2016,24973,Petrol,Manual,First,18.6,1197,81.83,5.0,7.66,Hyundai,i20,South
2016,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,7.15,Maruti,Vitara,South
2010,87430,Petrol,Manual,First,17.0,1497,118.0,5.0,3.5,Honda,City,North
2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5.0,3.5,Tata,Indica,South
2013,57000,Diesel,Manual,First,25.8,1498,98.6,5.0,3.45,Honda,Amaze,East
2016,27904,Petrol,Manual,First,21.1,814,55.2,5.0,3.55,Hyundai,EON,South
2015,30717,Diesel,Automatic,Second,21.76,1995,190.0,5.0,25.99,BMW,3,South
2012,80000,Diesel,Manual,First,22.32,1582,126.32,5.0,5.25,Hyundai,Verna,South
2013,47304,Diesel,Manual,First,21.02,1248,88.8,5.0,2.9,Tata,Manza,West
2005,100000,Petrol,Automatic,First,14.45,1984,227.0,5.0,2.05,Skoda,Octavia,North
2017,30000,Petrol,Manual,First,24.07,998,67.1,5.0,3.75,Maruti,Alto,West
2014,68000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.75,Ford,Ecosport,West
2011,21000,Petrol,Manual,Second,18.0,995,62.0,5.0,0.95,Chevrolet,Spark,East
2017,21000,Diesel,Automatic,First,19.33,1999,177.0,5.0,52.0,Jaguar,XF,South
2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5.0,3.91,Honda,CR-V,North
2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5.0,27.3,Skoda,Superb,South
2009,620000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.7,Hyundai,i10,South
2013,70000,Diesel,Manual,First,22.9,1248,74.0,5.0,3.5,Maruti,Swift,North
2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5.0,6.2,Maruti,Swift,West
2011,83000,Diesel,Manual,First,23.08,1461,63.1,5.0,2.75,Nissan,Micra,South
2015,130000,Diesel,Manual,First,23.4,1248,74.0,5.0,3.25,Maruti,Swift,West
2012,63400,Diesel,Manual,First,17.8,1399,67.0,5.0,3.25,Ford,Fiesta,West
2003,65000,Petrol,Manual,First,17.3,993,60.0,5.0,0.65,Maruti,Zen,East
2017,8350,Petrol,Manual,First,13.8,1998,192.0,5.0,35.0,Mini,Clubman,West
2014,45000,Diesel,Manual,First,23.59,1364,67.05,5.0,3.25,Toyota,Etios,East
2018,26200,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,Maruti,Alto,East
2011,11000,Petrol,Manual,Third,18.9,796,47.0,5.0,2.9,Maruti,Alto,South
2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5.0,17.75,BMW,X5,South
2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5.0,8.25,Nissan,Teana,West
2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.77,Hyundai,Grand,South
2017,39000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.49,Maruti,Vitara,South
2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7.0,12.95,Audi,Q7,West
2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5.0,20.0,Mercedes-Benz,GLA,South
2007,72000,Petrol,Manual,Third,16.1,796,37.0,4.0,1.0,Maruti,800,South
2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5.0,7.1,Renault,Duster,South
2017,5900,Diesel,Manual,First,21.43,1364,87.2,5.0,16.5,Toyota,Corolla,West
2014,25000,Diesel,Manual,First,15.8,2148,170.0,5.0,26.0,Mercedes-Benz,New,South
2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5.0,3.2,Maruti,Ritz,South
2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7.0,9.48,Honda,BRV,South
2015,74310,Diesel,Manual,First,24.4,1120,71.0,5.0,4.0,Hyundai,Xcent,South
2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5.0,26.5,Mercedes-Benz,E-Class,North
2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5.0,11.77,Mercedes-Benz,B,South
2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5.0,37.0,Mercedes-Benz,E-Class,South
2016,28000,Petrol,Manual,First,17.8,1497,117.3,5.0,8.75,Honda,City,West
2011,93982,Petrol,Manual,First,17.0,1497,118.0,5.0,3.75,Honda,City,South
2010,95000,Petrol,Manual,First,16.2,1599,103.2,5.0,2.5,Hyundai,Verna,West
2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5.0,34.5,Jaguar,XE,West
2015,52516,Petrol,Manual,First,18.0,1198,86.7,5.0,4.65,Honda,Amaze,North
2015,20000,Petrol,Automatic,First,18.86,1598,122.0,4.0,32.0,Mini,Cooper,South
2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5.0,62.81,Mercedes-Benz,S,South
2014,37000,Petrol,Manual,First,21.1,814,55.2,5.0,3.25,Hyundai,EON,South
2014,17400,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,Maruti,WagonR,East
2011,90207,Diesel,Manual,First,21.1,1248,73.9,5.0,3.91,Maruti,Ritz,South
2011,89616,Diesel,Automatic,First,16.07,1995,181.0,5.0,11.0,BMW,3,South
2014,85000,Diesel,Manual,First,13.49,2179,138.03,5.0,3.5,Tata,Xenon,West
2014,79271,Diesel,Automatic,First,20.38,1968,143.0,5.0,16.5,Audi,A3,South
2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5.0,30.0,Land,Rover,South
2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7.0,28.0,Mercedes-Benz,GL-Class,West
2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7.0,28.0,Mitsubishi,Pajero,South
2010,125000,Petrol,Manual,First,19.7,796,46.3,5.0,0.92,Maruti,Alto,North
2013,53000,Petrol,Manual,First,14.0,1061,64.0,5.0,2.75,Maruti,WagonR,West
2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5.0,53.83,Land,Rover,South
2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5.0,4.95,Hyundai,Verna,West
2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5.0,33.5,BMW,5,South
2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5.0,27.95,Jaguar,XF,South
2010,57000,Petrol,Automatic,First,13.7,1798,157.75,5.0,7.25,Skoda,Superb,South
2017,37542,Diesel,Automatic,First,15.73,1968,174.33,5.0,25.71,Audi,Q3,South
2014,95649,Diesel,Automatic,First,12.7,2179,187.7,5.0,29.67,Land,Rover,South
2013,35299,Diesel,Automatic,First,14.84,2143,170.0,5.0,19.0,Mercedes-Benz,New,North
2017,28464,Diesel,Manual,First,15.4,2179,120.0,7.0,13.05,Mahindra,Scorpio,South
2015,41000,Diesel,Automatic,First,21.76,1995,190.0,5.0,25.5,BMW,3,West
2017,9000,Petrol,Manual,First,15.4,1497,117.3,7.0,8.5,Honda,BR-V,West
2010,92098,Diesel,Automatic,Second,16.0,2400,215.0,5.0,7.25,Volvo,S80,South
2005,5834,Petrol,Manual,First,13.2,1495,94.0,5.0,0.8,Hyundai,Accent,West
2017,40250,Petrol,Manual,First,17.19,1197,81.86,5.0,6.9,Hyundai,i20,North
2018,22397,Petrol,Automatic,First,11.5,2996,367.0,5.0,70.99,Mercedes-Benz,GLC,South
2015,20800,Petrol,Manual,Second,21.1,814,55.2,5.0,2.25,Hyundai,EON,East
2018,40322,Petrol,Manual,First,18.9,1197,81.86,5.0,5.5,Hyundai,Grand,South
2013,52576,Petrol,Manual,First,13.0,1493,100.0,5.0,4.35,Honda,City,West
2010,55000,Petrol,Manual,First,16.47,1198,73.9,5.0,2.25,Volkswagen,Polo,East
2016,47000,Petrol,Automatic,First,15.26,1798,187.74,5.0,24.5,Audi,A6,West
2017,23163,Petrol,Manual,First,15.29,1591,121.3,5.0,12.03,Hyundai,Creta,South
2011,50000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,8.5,Mercedes-Benz,New,West
2014,11900,Petrol,Automatic,First,16.82,1998,189.08,4.0,28.5,Mini,Cooper,West
2013,37000,Diesel,Manual,First,23.59,1364,67.04,5.0,5.75,Toyota,Etios,South
2014,30000,Petrol,Manual,Second,19.4,1198,86.8,5.0,3.2,Honda,Brio,North
2018,12831,Petrol,Automatic,First,21.4,1197,83.1,5.0,9.89,Maruti,Baleno,South
2012,143017,Diesel,Automatic,First,20.0,1968,138.1,5.0,6.58,Skoda,Laura,South
2018,13102,Petrol,Manual,First,21.1,814,55.2,5.0,4.06,Hyundai,EON,South
2019,24950,Diesel,Manual,First,20.37,1461,108.45,5.0,13.37,Renault,Captur,South
2011,57832,Diesel,Automatic,First,16.2,2993,258.0,5.0,25.82,BMW,5,South
2016,34267,Petrol,Manual,First,22.74,796,47.3,5.0,3.74,Maruti,Alto,South
2015,33000,Diesel,Automatic,Second,16.8,1984,150.0,5.0,22.0,Volvo,V40,South
2007,55100,Petrol,Manual,First,18.9,998,67.1,5.0,1.45,Maruti,WagonR,West
2008,40000,Petrol,Manual,First,17.7,1497,78.0,5.0,2.0,Honda,City,East
2017,31841,CNG,Manual,First,21.139999999999997,1196,73.0,5.0,4.7,Maruti,Eeco,South
2014,15000,Petrol,Manual,First,13.7,1399,98.79,8.0,3.75,Chevrolet,Enjoy,East
2016,82756,Diesel,Manual,First,15.96,2523,62.1,7.0,7.7,Mahindra,Bolero,South
2014,20600,Petrol,Manual,First,21.1,814,55.2,5.0,2.6,Hyundai,EON,South
2017,29952,Petrol,Automatic,First,13.0,1591,121.3,5.0,13.77,Hyundai,Creta,South
2017,15000,Petrol,Manual,Second,16.09,1598,103.5,5.0,7.1,Volkswagen,Vento,West
2008,61938,Petrol,Automatic,Second,12.9,1799,130.0,5.0,2.65,Honda,Civic,West
2014,67000,Diesel,Manual,First,22.3,1248,74.0,5.0,2.5,Tata,Indica,South
2013,61672,Diesel,Manual,First,16.0,2179,140.0,7.0,7.53,Mahindra,XUV500,South
2017,26185,Petrol,Manual,First,18.6,1197,81.83,5.0,7.98,Hyundai,i20,South
2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5.0,39.0,Audi,Q5,South
2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5.0,2.25,Maruti,Ritz,South
2010,66000,Petrol,Manual,Second,13.17,1999,114.0,5.0,3.85,Mitsubishi,Cedia,South
2015,80883,Diesel,Manual,First,12.8,2494,102.0,7.0,13.5,Toyota,Innova,South
2016,80219,Diesel,Manual,First,27.62,793,47.0,5.0,3.5,Maruti,Celerio,South
2018,12923,Diesel,Manual,First,25.1,1248,88.5,5.0,8.92,Maruti,S-Cross,North
2016,86642,Diesel,Automatic,First,15.17,1968,181.0,5.0,20.37,Audi,Q3,South
2016,19235,Diesel,Automatic,First,21.76,1995,190.0,5.0,36.5,BMW,3,South
2016,51002,Diesel,Automatic,First,11.33,4134,335.2,7.0,48.91,Audi,Q7,South
2016,6800,Petrol,Manual,First,18.6,1197,81.83,5.0,7.2,Hyundai,i20,West
2012,82749,Diesel,Manual,First,19.01,1461,108.45,5.0,5.99,Renault,Duster,South
2016,51000,Diesel,Manual,First,24.4,1120,71.0,5.0,5.25,Hyundai,Xcent,West
2014,31465,Diesel,Manual,First,22.7,1498,89.84,5.0,6.5,Ford,Ecosport,North
2013,76476,Petrol,Manual,First,16.47,1198,73.9,5.0,4.4,Volkswagen,Polo,South
2017,14000,Diesel,Manual,First,24.0,1120,70.0,5.0,4.6,Hyundai,Grand,East
2013,47000,Diesel,Manual,First,21.12,1248,88.8,5.0,2.95,Tata,Manza,West
2011,48466,Petrol,Manual,First,17.0,1497,118.0,5.0,3.26,Honda,City,East
2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5.0,2.22,Hyundai,Santro,South
2012,162663,Diesel,Manual,First,12.99,2494,100.0,7.0,10.5,Toyota,Innova,South
2017,25142,Diesel,Manual,First,28.09,1248,88.5,5.0,8.26,Maruti,Ciaz,South
2013,69000,Diesel,Manual,First,12.55,2982,169.0,7.0,14.45,Toyota,Fortuner,North
2018,26405,Petrol,Automatic,First,12.6,1950,191.34,5.0,51.43,Mercedes-Benz,E-Class,South
2014,45000,Diesel,Manual,First,15.8,2148,170.0,5.0,23.0,Mercedes-Benz,New,South
2012,64284,Diesel,Manual,First,17.72,1968,108.49,5.0,5.5,Skoda,Yeti,East
2015,27000,Petrol,Manual,First,18.9,1197,82.0,5.0,4.5,Hyundai,Grand,North
2018,3678,Petrol,Manual,First,18.16,1196,86.8,5.0,6.8,Ford,Figo,South
2013,21000,Petrol,Manual,First,16.8,1395,138.02,5.0,8.75,Skoda,Octavia,West
2015,67000,Diesel,Manual,Second,19.87,1461,83.8,5.0,7.0,Renault,Duster,West
2015,24000,Diesel,Automatic,Second,15.68,1999,177.0,5.0,33.5,Land,Rover,North
2011,75000,Diesel,Manual,Second,20.0,1399,68.0,5.0,2.25,Ford,Figo,South
2008,179000,Diesel,Automatic,Second,12.8,2953,156.0,7.0,4.24,Ford,Endeavour,South
2017,47198,Diesel,Manual,First,12.55,2982,168.5,7.0,28.42,Toyota,Fortuner,South
2012,52000,Diesel,Manual,First,22.07,1199,73.9,5.0,2.75,Volkswagen,Polo,East
2011,91000,Diesel,Manual,First,23.2,1248,73.94,5.0,3.0,Maruti,Ritz,North
2013,60000,Diesel,Manual,First,23.08,1461,63.1,5.0,3.55,Nissan,Micra,West
2013,37873,Diesel,Manual,First,22.32,1582,126.32,5.0,4.8,Hyundai,Verna,East
2011,31000,Petrol,Automatic,First,10.8,2497,150.0,5.0,13.5,BMW,5,East
2017,129000,Diesel,Automatic,First,11.0,2987,258.0,7.0,56.0,Mercedes-Benz,GLS,West
2004,78000,Petrol,Automatic,First,12.0,2354,187.4,5.0,3.99,Honda,CR-V,South
2016,32000,Diesel,Automatic,First,17.01,1582,126.2,5.0,15.5,Hyundai,Creta,South
2010,59000,Petrol,Manual,Second,19.81,1086,68.05,5.0,2.32,Hyundai,i10,North
2016,35437,Diesel,Automatic,First,20.0,2143,136.0,5.0,18.58,Mercedes-Benz,A,South
2014,98000,Petrol,Manual,First,16.02,1373,93.7,7.0,5.5,Maruti,Ertiga,North
2006,72000,Diesel,Manual,Second,18.7,1896,66.0,5.0,3.2,Skoda,Octavia,South
2015,79000,Petrol,Manual,First,18.0,1198,86.7,5.0,4.0,Honda,Amaze,West
2004,29000,Petrol,Manual,First,17.3,993,60.0,5.0,1.6,Maruti,Zen,South
2013,66012,Petrol,Manual,First,15.5,1586,103.3,5.0,4.15,Maruti,SX4,South
2014,35000,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.25,Honda,Brio,West
2011,75000,Petrol,Manual,First,18.9,998,67.1,5.0,2.6,Maruti,WagonR,West
2008,80000,Petrol,Automatic,Second,12.1,2362,164.7,5.0,3.43,Toyota,Camry,West
2012,32717,Petrol,Manual,First,18.6,1199,79.4,5.0,2.55,Chevrolet,Beat,South
2017,25000,Diesel,Automatic,First,12.55,2982,168.5,7.0,32.0,Toyota,Fortuner,North
2014,79000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.25,Ford,Ecosport,West
2010,86000,Diesel,Manual,Second,17.8,1248,75.0,5.0,3.6,Maruti,Swift,South
2010,137000,Diesel,Automatic,First,13.5,2987,282.0,5.0,18.5,Mercedes-Benz,S,West
2015,25000,Petrol,Manual,Second,17.3,1497,117.3,7.0,4.25,Honda,Mobilio,West
2017,8500,Petrol,Manual,Second,18.9,1197,82.0,5.0,4.8,Hyundai,Grand,West
2015,34000,Diesel,Automatic,First,16.0,2179,140.0,7.0,13.0,Mahindra,XUV500,South
2012,41629,Petrol,Manual,Second,14.83,1598,105.0,5.0,2.25,Skoda,Fabia,West
2009,80227,Petrol,Manual,First,17.92,1086,62.1,5.0,2.3,Hyundai,Santro,South
2019,8587,Petrol,Manual,First,15.29,1591,121.3,5.0,13.56,Hyundai,Creta,South
2017,30000,Diesel,Manual,First,15.4,1997,120.0,7.0,12.25,Mahindra,Scorpio,North
2013,64186,Diesel,Manual,First,20.5,1598,103.5,5.0,3.76,Skoda,Rapid,West
2015,76427,Diesel,Manual,First,19.01,1461,108.45,5.0,8.58,Renault,Duster,South
2011,75000,Diesel,Automatic,First,11.7,2993,245.0,5.0,27.5,BMW,X5,South
2013,27075,Petrol,Manual,First,17.6,1496,88.73,5.0,4.95,Toyota,Etios,South
2012,30000,Petrol,Manual,First,22.5,998,67.04,5.0,3.3,Maruti,WagonR,West
2016,69434,Petrol,Manual,First,15.8,1591,121.3,5.0,8.0,Hyundai,Creta,South
2014,56000,Petrol,Manual,First,23.1,998,67.04,5.0,2.79,Maruti,Celerio,North
2017,49275,Diesel,Automatic,First,12.7,2179,187.7,5.0,45.64,Land,Rover,South
2014,8700,Petrol,Manual,First,18.6,1199,76.8,5.0,2.55,Chevrolet,Beat,West
2014,18000,Petrol,Manual,Second,25.4,624,37.5,4.0,1.0,Tata,Nano,West
2017,41041,Diesel,Automatic,First,17.68,1968,174.33,5.0,37.56,Audi,A6,South
2009,80464,Diesel,Automatic,Second,11.0,2987,198.5,5.0,9.29,Mercedes-Benz,E-Class,South
2019,20667,Petrol,Manual,First,22.0,1197,81.8,5.0,6.37,Maruti,Swift,South
2013,60283,Petrol,Manual,First,14.6,1368,112.0,5.0,2.98,Fiat,Linea,South
2017,31696,Petrol,Manual,First,20.4,1197,81.8,5.0,5.75,Maruti,Swift,South
2010,100000,Diesel,Manual,First,11.5,2982,171.0,7.0,13.0,Toyota,Fortuner,South
2014,13361,Petrol,Manual,First,16.02,1373,93.7,7.0,6.8,Maruti,Ertiga,West
2010,48394,Petrol,Automatic,First,12.05,1995,154.0,5.0,10.49,BMW,3,South
2014,47399,Petrol,Manual,First,16.02,1373,93.7,7.0,5.6,Maruti,Ertiga,North
2010,69000,Petrol,Automatic,Second,16.8,1497,118.0,5.0,2.85,Honda,City,West
2013,65278,Diesel,Manual,First,14.66,2199,194.3,7.0,8.36,Hyundai,Santa,South
2005,108000,Diesel,Manual,First,17.0,1405,70.0,5.0,1.0,Tata,Indigo,North
2010,50645,Petrol,Automatic,Second,10.93,2497,204.0,5.0,10.75,Mercedes-Benz,E-Class,East
2011,130002,Diesel,Manual,First,19.3,1248,73.9,5.0,3.85,Maruti,Swift,South
2012,107000,Diesel,Manual,First,17.8,1399,67.0,5.0,3.0,Ford,Fiesta,South
2015,41950,Petrol,Automatic,First,18.0,1497,117.3,5.0,9.6,Honda,City,South
2012,109000,Diesel,Manual,First,13.0,2982,168.5,7.0,13.25,Toyota,Fortuner,North
2016,9000,Petrol,Manual,First,18.0,1198,86.7,5.0,5.75,Honda,Amaze,West
2014,43900,Diesel,Manual,First,22.54,1396,88.73,5.0,6.75,Hyundai,i20,North
2013,64000,Diesel,Manual,Second,18.2,1248,73.8,7.0,4.85,Chevrolet,Enjoy,South
2019,13190,Petrol,Automatic,First,0.0,1950,181.43,5.0,38.99,Mercedes-Benz,New,South
2009,77652,Petrol,Automatic,First,12.6,1586,103.2,5.0,2.85,Maruti,SX4,West
2012,55000,Diesel,Manual,First,12.99,2494,100.0,7.0,9.51,Toyota,Innova,West
2012,59900,Diesel,Automatic,Second,18.48,1995,177.0,5.0,18.5,BMW,5,West
2015,73539,Diesel,Manual,First,19.01,1461,108.45,5.0,6.75,Renault,Duster,North
2017,31645,Diesel,Automatic,First,20.68,1995,190.0,5.0,29.4,BMW,X1,South
2009,69690,Petrol,Manual,First,17.7,1497,78.0,5.0,3.29,Honda,City,South
2016,41000,Diesel,Manual,First,28.09,1248,88.5,5.0,9.5,Maruti,Ciaz,North
2010,109200,Petrol,Manual,Second,17.5,1298,85.8,5.0,2.2,Maruti,Swift,West
2012,80000,Diesel,Manual,First,15.1,2179,140.0,7.0,6.5,Mahindra,XUV500,West
2007,51000,Petrol,Manual,First,13.5,1799,130.0,5.0,4.9,Honda,Civic,West
2013,105000,Diesel,Manual,Second,25.47,1248,88.5,7.0,6.75,Maruti,Ertiga,West
2013,179000,Diesel,Manual,First,23.59,1364,67.04,5.0,3.8,Toyota,Etios,South
2013,12100,Petrol,Automatic,First,9.9,1984,207.8,2.0,29.5,Audi,TT,North
2017,31000,Diesel,Manual,First,21.13,1498,108.4,5.0,10.5,Skoda,Rapid,South
2015,50000,Diesel,Manual,First,20.14,1498,88.8,5.0,6.2,Volkswagen,Polo,South
2009,48000,Diesel,Automatic,First,17.0,1896,105.0,5.0,5.0,Skoda,Laura,North
2007,35000,Diesel,Manual,First,19.2,1461,65.0,5.0,2.3,Mahindra,Renault,South
2016,100200,Diesel,Automatic,First,11.36,2755,171.5,7.0,17.0,Toyota,Innova,West
2014,47000,Diesel,Automatic,First,18.88,1995,184.0,5.0,25.5,BMW,3,South
2015,63642,Diesel,Manual,First,27.3,1498,98.6,5.0,5.65,Honda,Jazz,North
2015,62550,Diesel,Manual,First,25.8,1498,98.6,5.0,5.6,Honda,Amaze,South
2015,37340,Diesel,Automatic,First,16.36,2179,187.7,5.0,29.98,Jaguar,XF,South
2016,38461,Diesel,Manual,First,26.59,1248,74.0,5.0,7.39,Maruti,Swift,South
2018,29000,Diesel,Manual,First,17.1,1956,170.0,5.0,19.0,Jeep,Compass,North
2010,31000,Petrol,Manual,First,12.5,1794,132.0,5.0,5.0,Toyota,Corolla,West
2011,42086,Petrol,Manual,First,17.0,1497,118.0,5.0,3.35,Honda,City,East
2013,49000,Petrol,Manual,First,18.6,1197,85.8,5.0,4.45,Maruti,Swift,South
2019,77240,Diesel,Automatic,First,22.32,1582,126.32,5.0,8.31,Hyundai,Verna,South
2012,105000,Diesel,Manual,Second,15.96,2523,62.1,7.0,6.0,Mahindra,Bolero,North
2014,35000,Diesel,Manual,First,22.9,1248,74.0,5.0,5.25,Maruti,Swift,South
2012,202082,Diesel,Automatic,First,17.68,1968,174.33,5.0,12.3,Audi,A6,South
2004,129000,Petrol,Manual,Third,13.8,1299,70.0,5.0,1.5,Ford,Ikon,South
2018,33558,Diesel,Manual,First,20.14,1498,88.0,5.0,8.12,Volkswagen,Polo,South
2012,60271,Diesel,Manual,First,13.6,2523,63.0,7.0,6.12,Mahindra,Bolero,South
2017,45366,Diesel,Manual,First,25.1,1498,98.6,5.0,10.88,Honda,City,South
2014,9500,Petrol,Manual,First,18.2,1199,82.5,5.0,3.5,Chevrolet,Sail,East
2016,42362,Petrol,Manual,First,18.6,1197,81.83,5.0,6.15,Hyundai,i20,South
2016,21000,Diesel,Automatic,First,17.05,1995,184.0,5.0,33.0,BMW,X1,South
2012,15200,Diesel,Automatic,First,15.06,1995,177.0,5.0,13.5,BMW,X1,West
2015,43690,Diesel,Automatic,First,12.55,2982,168.5,7.0,17.11,Toyota,Fortuner,West
2014,79926,Diesel,Automatic,First,11.33,4134,335.2,7.0,29.77,Audi,Q7,South
2013,53073,Diesel,Manual,First,20.77,1248,88.76,7.0,5.95,Maruti,Ertiga,East
2015,59000,Petrol,Manual,First,18.5,1197,80.0,5.0,5.75,Hyundai,i20,South
2006,47088,Petrol,Automatic,Second,10.13,3498,364.9,5.0,19.0,Mercedes-Benz,S,South
2014,55000,Diesel,Manual,First,20.45,1461,83.8,5.0,4.75,Renault,Duster,West
2013,80430,Diesel,Manual,Second,17.21,1493,100.0,7.0,3.3,Mahindra,Quanto,South
2013,71932,Diesel,Automatic,First,12.55,2982,168.5,7.0,16.5,Toyota,Fortuner,North
2014,19000,Diesel,Automatic,First,15.97,2993,258.0,7.0,44.0,BMW,X5,West
2011,81759,Diesel,Manual,First,19.3,1248,73.9,5.0,4.39,Maruti,Swift,South
2018,52010,Diesel,Manual,First,25.2,1248,74.0,5.0,6.2,Maruti,Swift,South
2016,58953,Petrol,Automatic,First,13.53,1984,177.01,5.0,24.22,Audi,A6,South
2008,93000,Diesel,Manual,Third,10.5,2835,107.2,6.0,5.45,Mitsubishi,Pajero,West
2016,10000,Diesel,Automatic,First,16.36,2179,187.7,5.0,44.0,Jaguar,XF,North
